Mrpl15,4.768717215069146,0
Lypla1,4.768717215069146,0
Tcea1,4.768717215069146,0
Atp6v1h,4.768717215069146,0
Rb1cc1,4.768717215069146,0
Pcmtd1,4.768717215069146,0
Rrs1,4.768717215069146,0
Adhfe1,4.768717215069146,0
Mybl1,4.768717215069146,0
Vcpip1,4.768717215069146,0
Sgk3,4.768717215069146,0
Mcmdc2,4.768717215069146,0
Cops5,4.768717215069146,0
Cspp1,4.768717215069146,0
Arfgef1,4.768717215069146,0
Slco5a1,4.768717215069146,0
Ncoa2,4.768717215069146,0
Tram1,4.768717215069146,0
Lactb2,4.768717215069146,0
Eya1,4.768717215069146,0
Msc,4.768717215069146,0
Trpa1,4.768717215069146,0
Terf1,4.768717215069146,0
Rpl7,4.768717215069146,0
Rdh10,4.768717215069146,0
Stau2,4.768717215069146,0
Ube2w,4.768717215069146,0
Eloc,4.768717215069146,0
Tmem70,4.768717215069146,0
Ly96,4.768717215069146,0
Mcm3,4.768717215069146,0
Paqr8,4.768717215069146,0
Tram2,4.768717215069146,0
Tmem14a,4.768717215069146,0
Kcnq5,4.768717215069146,0
Ogfrl1,4.768717215069146,0
B3gat2,4.768717215069146,0
Smap1,4.768717215069146,0
Sdhaf4,4.768717215069146,0
Fam135a,4.768717215069146,0
Lmbrd1,4.768717215069146,0
Phf3,4.768717215069146,0
Ptp4a1,4.768717215069146,0
Prim2,4.768717215069146,0
Rab23,4.768717215069146,0
Bag2,4.768717215069146,0
Bend6,4.768717215069146,0
Dst,4.768717215069146,0
Ccdc115,4.768717215069146,0
Imp4,4.768717215069146,0
Ptpn18,4.768717215069146,0
Fam168b,4.768717215069146,0
Plekhb2,4.768717215069146,0
Hs6st1,4.768717215069146,0
Uggt1,4.768717215069146,0
Neurl3,4.768717215069146,0
Arid5a,4.768717215069146,0
Kansl3,4.768717215069146,0
Lman2l,4.768717215069146,0
Cnnm4,4.768717215069146,0
Cnnm3,4.768717215069146,0
Ankrd23,4.768717215069146,0
Ankrd39,4.768717215069146,0
Sema4c,4.768717215069146,0
Fam178b,4.768717215069146,0
Actr1b,4.768717215069146,0
Zap70,4.768717215069146,0
Tmem131,4.768717215069146,0
Vwa3b,4.768717215069146,0
Inpp4a,4.768717215069146,0
Coa5,4.768717215069146,0
Unc50,4.768717215069146,0
Mgat4a,4.768717215069146,0
Tsga10,4.768717215069146,0
Lipt1,4.768717215069146,0
Mitd1,4.768717215069146,0
Mrpl30,4.768717215069146,0
Txndc9,4.768717215069146,0
Eif5b,4.768717215069146,0
Rev1,4.768717215069146,0
Aff3,4.768717215069146,0
Chst10,4.768717215069146,0
Pdcl3,4.768717215069146,0
Tbc1d8,4.768717215069146,0
